machine_id,maintenance_count,last_service_days,next_service_days,maintenance_type,total_downtime_hours,maintenance_cost,last_failure
H32080,6,19,79,Corrective,16,1900,No
M17527,6,16,76,Corrective,17,1500,No
M17528,7,15,75,Corrective,17,1650,No
H32083,7,13,73,Corrective,17,2050,No
L49850,7,11,71,Corrective,18,1350,No
M17531,9,10,70,Emergency,42,1950,Yes
L49852,1,120,180,Preventive,0,450,No
L49853,1,119,179,Preventive,0,450,No
L49854,1,118,178,Preventive,0,450,No
L49855,1,117,177,Preventive,0,450,No
L49856,1,116,176,Preventive,0,450,No
L49857,1,115,175,Preventive,0,450,No
L49858,1,114,174,Preventive,1,450,No
L49859,1,113,173,Preventive,1,450,No
L49860,1,112,172,Preventive,1,450,No
L49861,1,111,171,Preventive,1,450,No
M17542,1,110,170,Preventive,1,750,No
L49863,1,109,169,Preventive,1,450,No
L49864,1,108,168,Preventive,2,450,No
L49865,1,107,167,Preventive,2,450,No
L49866,1,106,166,Preventive,2,450,No
L49867,1,105,165,Preventive,2,450,No
L49868,1,104,164,Preventive,2,450,No
L49869,2,103,163,Preventive,2,600,No
L49870,2,102,162,Preventive,3,600,No
L49871,2,101,161,Preventive,3,600,No
L49872,2,100,160,Preventive,3,600,No
M17553,2,99,159,Preventive,3,900,No
M17554,2,97,157,Preventive,3,900,No
L49875,2,96,156,Preventive,4,600,No
L49876,2,95,155,Preventive,4,600,No
L49877,2,94,154,Preventive,4,600,No
L49878,2,93,153,Preventive,4,600,No
L49879,2,92,152,Preventive,4,600,No
L49880,2,91,151,Preventive,4,600,No
L49881,2,90,150,Preventive,5,600,No
L49882,2,89,149,Preventive,5,600,No
M17563,2,88,148,Preventive,5,900,No
M17564,2,86,146,Preventive,5,900,No
L49885,3,85,145,Preventive,5,750,No
M17566,3,84,144,Preventive,6,1050,No
M17567,3,82,142,Preventive,6,1050,No
L49888,3,81,141,Preventive,6,750,No
L49889,3,80,140,Preventive,6,750,No
L49890,3,79,139,Preventive,6,750,No
L49891,3,78,138,Preventive,7,750,No
H32126,3,77,137,Preventive,7,1450,No
M17573,3,74,134,Preventive,7,1050,No
M17574,3,73,133,Preventive,7,1050,No
M17575,3,71,131,Preventive,8,1050,No
L49896,3,70,130,Preventive,8,750,No
M17577,3,69,129,Preventive,8,1050,No
L49898,4,67,127,Preventive,8,900,No
L49899,4,66,126,Preventive,9,900,No
L49900,4,65,125,Preventive,9,900,No
M17581,4,64,124,Preventive,9,1200,No
L49902,4,63,123,Preventive,9,900,No
L49903,4,62,122,Preventive,9,900,No
M17584,4,61,121,Preventive,9,1200,No
L49905,4,59,119,Corrective,10,900,No
M17586,4,58,118,Corrective,10,1200,No
L49907,4,57,117,Corrective,10,900,No
L49908,4,56,116,Corrective,10,900,No
L49909,4,55,115,Corrective,10,900,No
L49910,4,54,114,Corrective,11,900,No
M17591,4,53,113,Corrective,11,1200,No
L49912,4,51,111,Corrective,11,900,No
L49913,5,50,110,Corrective,11,1050,No
H32148,5,49,109,Corrective,11,1750,No
L49915,5,47,107,Corrective,12,1050,No
M17596,5,46,106,Corrective,12,1350,No
M17597,5,44,104,Corrective,12,1350,No
M17598,5,43,103,Corrective,12,1350,No
L49919,5,41,101,Corrective,13,1050,No
L49920,5,40,100,Corrective,13,1050,No
L49921,5,39,99,Corrective,13,1050,No
L49922,5,38,98,Corrective,13,1050,No
L49923,5,37,97,Corrective,13,1050,No
L49924,5,36,96,Corrective,14,1050,No
M17605,5,35,95,Corrective,14,1350,No
L49926,5,34,94,Corrective,14,1050,No
L49927,6,33,93,Corrective,14,1200,No
L49928,6,32,92,Corrective,14,1200,No
M17609,8,31,91,Emergency,38,1800,Yes
H32164,6,29,89,Corrective,15,1900,No
L49931,6,27,87,Corrective,15,1200,No
M17612,6,26,86,Corrective,15,1500,No
L49933,6,24,84,Corrective,16,1200,No
H32168,6,23,83,Corrective,16,1900,No
L49935,6,21,81,Corrective,16,1200,No
L49936,6,20,80,Corrective,16,1200,No
L49937,6,19,79,Corrective,16,1200,No
M17618,6,18,78,Corrective,17,1500,No
L49939,6,16,76,Corrective,17,1200,No
L49940,7,15,75,Corrective,17,1350,No
L49941,9,14,74,Emergency,41,1650,Yes
L49942,7,13,73,Corrective,17,1350,No
L49943,7,12,72,Corrective,18,1350,No
M17624,1,120,180,Preventive,0,750,No
M17625,1,119,179,Preventive,0,750,No
M17626,1,117,177,Preventive,0,750,No
L49947,1,116,176,Preventive,0,450,No
L49948,1,115,175,Preventive,0,450,No
M17629,1,114,174,Preventive,1,750,No
L49950,1,112,172,Preventive,1,450,No
L49951,1,111,171,Preventive,1,450,No
L49952,1,110,170,Preventive,1,450,No
L49953,1,109,169,Preventive,1,450,No
L49954,1,108,168,Preventive,2,450,No
L49955,1,107,167,Preventive,2,450,No
L49956,1,106,166,Preventive,2,450,No
L49957,1,105,165,Preventive,2,450,No
L49958,1,104,164,Preventive,2,450,No
L49959,1,103,163,Preventive,2,450,No
M17640,2,102,162,Preventive,3,900,No
L49961,2,101,161,Preventive,3,600,No
M17642,2,100,160,Preventive,3,900,No
M17643,2,98,158,Preventive,3,900,No
L49964,2,97,157,Preventive,3,600,No
L49965,2,96,156,Preventive,4,600,No
M17646,2,95,155,Preventive,4,900,No
M17647,2,93,153,Preventive,4,900,No
L49968,2,92,152,Preventive,4,600,No
H32203,2,91,151,Preventive,4,1300,No
L49970,2,88,148,Preventive,5,600,No
H32205,2,87,147,Preventive,5,1300,No
L49972,3,85,145,Preventive,5,750,No
L49973,3,84,144,Preventive,6,750,No
L49974,3,83,143,Preventive,6,750,No
M17655,3,82,142,Preventive,6,1050,No
L49976,3,80,140,Preventive,6,750,No
M17657,3,79,139,Preventive,6,1050,No
L49978,3,78,138,Preventive,7,750,No
L49979,3,77,137,Preventive,7,750,No
M17660,3,76,136,Preventive,7,1050,No
M17661,3,74,134,Preventive,7,1050,No
M17662,3,73,133,Preventive,7,1050,No
L49983,3,71,131,Preventive,8,750,No
L49984,3,70,130,Preventive,8,750,No
L49985,3,69,129,Preventive,8,750,No
L49986,3,68,128,Preventive,8,750,No
M17667,4,67,127,Preventive,8,1200,No
L49988,4,66,126,Preventive,9,900,No
L49989,4,65,125,Preventive,9,900,No
L49990,4,64,124,Preventive,9,900,No
L49991,4,63,123,Preventive,9,900,No
M17672,4,62,122,Preventive,9,1200,No
L49993,4,60,120,Corrective,10,900,No
L49994,4,59,119,Corrective,10,900,No
M17675,4,58,118,Corrective,10,1200,No
L49996,4,57,117,Corrective,10,900,No
L49997,4,56,116,Corrective,10,900,No
L49998,4,55,115,Corrective,10,900,No
L49999,4,54,114,Corrective,11,900,No
L50000,4,53,113,Corrective,11,900,No
M17681,4,52,112,Corrective,11,1200,No
L50002,5,50,110,Corrective,11,1050,No
M17683,5,49,109,Corrective,11,1350,No
M17684,5,48,108,Corrective,12,1350,No
L50005,5,46,106,Corrective,12,1050,No
M17686,5,45,105,Corrective,12,1350,No
L50007,5,44,104,Corrective,12,1050,No
M17688,5,43,103,Corrective,12,1350,No
L50009,5,41,101,Corrective,13,1050,No
M17690,5,40,100,Corrective,13,1350,No
M17691,5,39,99,Corrective,13,1350,No
M17692,5,37,97,Corrective,13,1350,No
L50013,5,36,96,Corrective,14,1050,No
L50014,5,35,95,Corrective,14,1050,No
L50015,5,34,94,Corrective,14,1050,No
M17696,6,33,93,Corrective,14,1500,No
L50017,6,31,91,Corrective,14,1200,No
L50018,6,30,90,Corrective,15,1200,No
M17699,6,29,89,Corrective,15,1500,No
H32254,6,28,88,Corrective,15,1900,No
L50021,6,25,85,Corrective,15,1200,No
L50022,6,24,84,Corrective,16,1200,No
L50023,6,23,83,Corrective,16,1200,No
L50024,6,22,82,Corrective,16,1200,No
L50025,6,21,81,Corrective,16,1200,No
L50026,6,20,80,Corrective,16,1200,No
L50027,6,19,79,Corrective,16,1200,No
M17708,6,18,78,Corrective,17,1500,No
L50029,6,17,77,Corrective,17,1200,No
L50030,6,16,76,Corrective,17,1200,No
L50031,7,15,75,Corrective,17,1350,No
M17712,7,14,74,Corrective,17,1650,No
M17713,7,12,72,Corrective,18,1650,No
L50034,7,11,71,Corrective,18,1350,No
L50035,7,10,70,Corrective,18,1350,No
H32270,7,9,69,Corrective,18,2050,No
M17717,7,6,66,Corrective,19,1650,No
L50038,9,5,65,Emergency,43,1650,Yes
L50039,7,5,64,Corrective,19,1350,No
H32274,7,5,63,Corrective,19,2050,No
L50041,7,5,60,Corrective,20,1350,No
L50042,7,5,59,Corrective,20,1350,No
L50043,7,5,58,Corrective,20,1350,No
H32278,10,5,57,Emergency,44,2500,Yes
H32279,1,120,180,Preventive,0,1150,No
L50046,1,118,178,Preventive,0,450,No
H32281,1,117,177,Preventive,0,1150,No
L50048,1,114,174,Preventive,1,450,No
L50049,1,113,173,Preventive,1,450,No
M17730,1,112,172,Preventive,1,750,No
M17731,1,111,171,Preventive,1,750,No
L50052,1,109,169,Preventive,1,450,No
H32287,1,108,168,Preventive,2,1150,No
L50054,1,106,166,Preventive,2,450,No
M17735,1,105,165,Preventive,2,750,No
M17736,1,103,163,Preventive,2,750,No
M17737,2,102,162,Preventive,3,900,No
H32292,2,100,160,Preventive,3,1300,No
M17739,4,98,158,Emergency,27,1200,Yes
L50060,2,96,156,Preventive,4,600,No
M17741,2,95,155,Preventive,4,900,No
L50062,2,94,154,Preventive,4,600,No
L50063,2,93,153,Preventive,4,600,No
L50064,2,92,152,Preventive,4,600,No
M17745,2,91,151,Preventive,4,900,No
H32300,2,89,149,Preventive,5,1300,No
M17747,2,87,147,Preventive,5,900,No
M17748,3,85,145,Preventive,5,1050,No
M17749,3,84,144,Preventive,6,1050,No
L50070,3,82,142,Preventive,6,750,No
L50071,3,81,141,Preventive,6,750,No
L50072,3,80,140,Preventive,6,750,No
M17753,3,79,139,Preventive,6,1050,No
L50074,3,78,138,Preventive,7,750,No
M17755,3,77,137,Preventive,7,1050,No
M17756,3,75,135,Preventive,7,1050,No
M17757,3,74,134,Preventive,7,1050,No
M17758,3,72,132,Preventive,8,1050,No
L50079,3,71,131,Preventive,8,750,No
L50080,3,70,130,Preventive,8,750,No
L50081,3,69,129,Preventive,8,750,No
M17762,4,68,128,Preventive,8,1200,No
M17763,4,66,126,Preventive,9,1200,No
L50084,4,65,125,Preventive,9,900,No
L50085,4,64,124,Preventive,9,900,No
L50086,4,63,123,Preventive,9,900,No
M17767,4,62,122,Preventive,9,1200,No
L50088,4,60,120,Corrective,10,900,No
L50089,4,59,119,Corrective,10,900,No
L50090,4,58,118,Corrective,10,900,No
M17771,4,57,117,Corrective,10,1200,No
L50092,4,56,116,Corrective,10,900,No
L50093,4,55,115,Corrective,10,900,No
H32328,4,54,114,Corrective,11,1600,No
L50095,4,51,111,Corrective,11,900,No
L50096,5,50,110,Corrective,11,1050,No
L50097,5,49,109,Corrective,11,1050,No
M17778,5,48,108,Corrective,12,1350,No
L50099,5,47,107,Corrective,12,1050,No
L50100,5,46,106,Corrective,12,1050,No
L50101,5,45,105,Corrective,12,1050,No
L50102,5,44,104,Corrective,12,1050,No
M17783,5,43,103,Corrective,12,1350,No
L50104,5,41,101,Corrective,13,1050,No
M17785,5,40,100,Corrective,13,1350,No
L50106,5,39,99,Corrective,13,1050,No
M17787,5,38,98,Corrective,13,1350,No
M17788,5,36,96,Corrective,14,1350,No
M17789,5,35,95,Corrective,14,1350,No
H32344,5,33,93,Corrective,14,1750,No
L50111,6,31,91,Corrective,14,1200,No
L50112,6,30,90,Corrective,15,1200,No
M17793,6,29,89,Corrective,15,1500,No
M17794,6,27,87,Corrective,15,1500,No
M17795,6,26,86,Corrective,15,1500,No
M17796,6,24,84,Corrective,16,1500,No
L50117,6,23,83,Corrective,16,1200,No
L50118,6,22,82,Corrective,16,1200,No
L50119,6,21,81,Corrective,16,1200,No
L50120,6,20,80,Corrective,16,1200,No
M17801,8,19,79,Emergency,40,1800,Yes
L50122,1,120,180,Preventive,0,450,No
H32357,1,119,179,Preventive,0,1150,No
L50124,1,117,177,Preventive,0,450,No
H32359,1,116,176,Preventive,0,1150,No
M17806,1,113,173,Preventive,1,750,No
L50127,1,112,172,Preventive,1,450,No
L50128,1,111,171,Preventive,1,450,No
M17809,1,110,170,Preventive,1,750,No
M17810,1,108,168,Preventive,2,750,No
L50131,1,107,167,Preventive,2,450,No
H32366,1,106,166,Preventive,2,1150,No
L50133,1,103,163,Preventive,2,450,No
H32368,2,102,162,Preventive,3,1300,No
M17815,2,100,160,Preventive,3,900,No
M17816,2,98,158,Preventive,3,900,No
L50137,2,97,157,Preventive,3,600,No
M17818,2,96,156,Preventive,4,900,No
M17819,2,94,154,Preventive,4,900,No
L50140,2,93,153,Preventive,4,600,No
L50141,2,92,152,Preventive,4,600,No
L50142,2,91,151,Preventive,4,600,No
M17823,2,90,150,Preventive,5,900,No
L50144,2,88,148,Preventive,5,600,No
M17825,2,87,147,Preventive,5,900,No
L50146,2,86,146,Preventive,5,600,No
L50147,3,85,145,Preventive,5,750,No
M17828,3,84,144,Preventive,6,1050,No
L50149,3,82,142,Preventive,6,750,No
M17830,3,81,141,Preventive,6,1050,No
M17831,3,80,140,Preventive,6,1050,No
M17832,3,78,138,Preventive,7,1050,No
M17833,3,77,137,Preventive,7,1050,No
M17834,3,75,135,Preventive,7,1050,No
H32389,3,74,134,Preventive,7,1450,No
M17836,3,71,131,Preventive,8,1050,No
L50157,3,70,130,Preventive,8,750,No
H32392,3,69,129,Preventive,8,1450,No
L50159,4,66,126,Preventive,9,900,No
L50160,4,65,125,Preventive,9,900,No
H32395,4,64,124,Preventive,9,1600,No
L50162,4,62,122,Preventive,9,900,No
L50163,4,61,121,Preventive,9,900,No
L50164,4,60,120,Corrective,10,900,No
L50165,4,59,119,Corrective,10,900,No
L50166,4,58,118,Corrective,10,900,No
M17847,4,57,117,Corrective,10,1200,No
M17848,4,55,115,Corrective,10,1200,No
L50169,4,54,114,Corrective,11,900,No
L50170,4,53,113,Corrective,11,900,No
M17851,4,52,112,Corrective,11,1200,No
M17852,5,50,110,Corrective,11,1350,No
M17853,5,49,109,Corrective,11,1350,No
L50174,5,47,107,Corrective,12,1050,No
L50175,5,46,106,Corrective,12,1050,No
M17856,5,45,105,Corrective,12,1350,No
L50177,5,44,104,Corrective,12,1050,No
L50178,5,43,103,Corrective,12,1050,No
L50179,5,42,102,Corrective,13,1050,No
H32414,7,41,101,Emergency,37,2050,Yes
L50181,5,38,98,Corrective,13,1050,No
M17862,5,37,97,Corrective,13,1350,No
M17863,5,36,96,Corrective,14,1350,No
M17864,5,34,94,Corrective,14,1350,No
L50185,6,33,93,Corrective,14,1200,No
L50186,6,32,92,Corrective,14,1200,No
L50187,6,31,91,Corrective,14,1200,No
M17868,6,30,90,Corrective,15,1500,No
M17869,6,28,88,Corrective,15,1500,No
L50190,6,27,87,Corrective,15,1200,No
M17871,6,26,86,Corrective,15,1500,No
L50192,6,24,84,Corrective,16,1200,No
L50193,6,23,83,Corrective,16,1200,No
L50194,6,22,82,Corrective,16,1200,No
L50195,6,21,81,Corrective,16,1200,No
L50196,6,20,80,Corrective,16,1200,No
L50197,6,19,79,Corrective,16,1200,No
M17878,6,18,78,Corrective,17,1500,No
L50199,8,17,77,Emergency,41,1500,Yes
L50200,6,16,76,Corrective,17,1200,No
L50201,7,15,75,Corrective,17,1350,No
L50202,7,14,74,Corrective,17,1350,No
L50203,7,13,73,Corrective,17,1350,No
L50204,7,12,72,Corrective,18,1350,No
L50205,7,11,71,Corrective,18,1350,No
M17886,7,10,70,Corrective,18,1650,No
L50207,1,120,180,Preventive,0,450,No
L50208,1,119,179,Preventive,0,450,No
L50209,1,118,178,Preventive,0,450,No
M17890,1,117,177,Preventive,0,750,No
M17891,1,116,176,Preventive,0,750,No
M17892,1,114,174,Preventive,1,750,No
M17893,1,113,173,Preventive,1,750,No
H32448,1,111,171,Preventive,1,1150,No
M17895,1,109,169,Preventive,1,750,No
L50216,1,107,167,Preventive,2,450,No
L50217,1,106,166,Preventive,2,450,No
L50218,1,105,165,Preventive,2,450,No
M17899,1,104,164,Preventive,2,750,No
L50220,2,103,163,Preventive,2,600,No
L50221,2,102,162,Preventive,3,600,No
M17902,2,101,161,Preventive,3,900,No
L50223,2,99,159,Preventive,3,600,No
L50224,2,98,158,Preventive,3,600,No
L50225,2,97,157,Preventive,3,600,No
M17906,2,96,156,Preventive,4,900,No
L50227,2,95,155,Preventive,4,600,No
L50228,2,94,154,Preventive,4,600,No
L50229,2,93,153,Preventive,4,600,No
L50230,2,92,152,Preventive,4,600,No
L50231,2,91,151,Preventive,4,600,No
L50232,2,90,150,Preventive,5,600,No
H32467,2,89,149,Preventive,5,1300,No
H32468,2,86,146,Preventive,5,1300,No
L50235,3,84,144,Preventive,6,750,No
L50236,3,83,143,Preventive,6,750,No
L50237,3,82,142,Preventive,6,750,No
L50238,3,81,141,Preventive,6,750,No
M17919,3,80,140,Preventive,6,1050,No
L50240,3,78,138,Preventive,7,750,No
L50241,3,77,137,Preventive,7,750,No
L50242,3,76,136,Preventive,7,750,No
L50243,3,75,135,Preventive,7,750,No
M17924,3,74,134,Preventive,7,1050,No
M17925,3,73,133,Preventive,7,1050,No
M17926,3,71,131,Preventive,8,1050,No
L50247,3,70,130,Preventive,8,750,No
H32482,3,69,129,Preventive,8,1450,No
L50249,4,66,126,Preventive,9,900,No
L50250,4,65,125,Preventive,9,900,No
L50251,4,64,124,Preventive,9,900,No
L50252,4,63,123,Preventive,9,900,No
L50253,4,62,122,Preventive,9,900,No
L50254,4,61,121,Preventive,9,900,No
M17935,4,60,120,Corrective,10,1200,No
L50256,4,59,119,Corrective,10,900,No
L50257,4,58,118,Corrective,10,900,No
M17938,4,57,117,Corrective,10,1200,No
L50259,4,55,115,Corrective,10,900,No
M17940,4,54,114,Corrective,11,1200,No
M17941,4,53,113,Corrective,11,1200,No
M17942,4,51,111,Corrective,11,1200,No
L50263,5,50,110,Corrective,11,1050,No
H32498,5,49,109,Corrective,11,1750,No
L50265,5,46,106,Corrective,12,1050,No
L50266,5,45,105,Corrective,12,1050,No
M17947,5,44,104,Corrective,12,1350,No
M17948,5,43,103,Corrective,12,1350,No
H32503,5,41,101,Corrective,13,1750,No
H32504,5,39,99,Corrective,13,1750,No
L50271,5,36,96,Corrective,14,1050,No
M17952,5,35,95,Corrective,14,1350,No
L50273,5,34,94,Corrective,14,1050,No
L50274,6,33,93,Corrective,14,1200,No
M17955,6,32,92,Corrective,14,1500,No
L50276,6,30,90,Corrective,15,1200,No
M17957,6,29,89,Corrective,15,1500,No
M17958,6,28,88,Corrective,15,1500,No
M17959,6,26,86,Corrective,15,1500,No
L50280,6,25,85,Corrective,15,1200,No
H32515,6,24,84,Corrective,16,1900,No
L50282,6,21,81,Corrective,16,1200,No
L50283,6,20,80,Corrective,16,1200,No
M17964,6,19,79,Corrective,16,1500,No
L50285,6,18,78,Corrective,17,1200,No
L50286,6,17,77,Corrective,17,1200,No
M17967,6,16,76,Corrective,17,1500,No
L50288,7,14,74,Corrective,17,1350,No
L50289,7,13,73,Corrective,17,1350,No
H32524,1,120,180,Preventive,0,1150,No
L50291,1,118,178,Preventive,0,450,No
M17972,1,117,177,Preventive,0,750,No
M17973,1,115,175,Preventive,0,750,No
M17974,1,114,174,Preventive,1,750,No
L50295,1,112,172,Preventive,1,450,No
L50296,1,111,171,Preventive,1,450,No
M17977,1,110,170,Preventive,1,750,No
M17978,1,109,169,Preventive,1,750,No
L50299,1,107,167,Preventive,2,450,No
H32534,1,106,166,Preventive,2,1150,No
L50301,1,104,164,Preventive,2,450,No
L50302,2,103,163,Preventive,2,600,No
H32537,2,102,162,Preventive,3,1300,No
L50304,2,99,159,Preventive,3,600,No
L50305,2,98,158,Preventive,3,600,No
L50306,2,97,157,Preventive,3,600,No
L50307,2,96,156,Preventive,4,600,No
M17988,2,95,155,Preventive,4,900,No
L50309,2,94,154,Preventive,4,600,No
L50310,2,93,153,Preventive,4,600,No
L50311,2,92,152,Preventive,4,600,No
L50312,2,91,151,Preventive,4,600,No
H32547,2,90,150,Preventive,5,1300,No
L50314,2,87,147,Preventive,5,600,No
L50315,2,86,146,Preventive,5,600,No
L50316,3,85,145,Preventive,5,750,No
L50317,3,84,144,Preventive,6,750,No
L50318,3,83,143,Preventive,6,750,No
H32553,3,82,142,Preventive,6,1450,No
H32554,5,80,140,Emergency,30,1750,Yes
L50321,3,77,137,Preventive,7,750,No
L50322,3,76,136,Preventive,7,750,No
H32557,3,75,135,Preventive,7,1450,No
M18004,3,73,133,Preventive,7,1050,No
M18005,3,71,131,Preventive,8,1050,No
M18006,3,70,130,Preventive,8,1050,No
M18007,3,68,128,Preventive,8,1050,No
H32562,4,67,127,Preventive,8,1600,No
H32563,4,64,124,Preventive,9,1600,No
L50330,4,62,122,Preventive,9,900,No
L50331,4,61,121,Preventive,9,900,No
M18012,4,60,120,Corrective,10,1200,No
M18013,4,58,118,Corrective,10,1200,No
L50334,4,57,117,Corrective,10,900,No
L50335,4,56,116,Corrective,10,900,No
L50336,4,55,115,Corrective,10,900,No
M18017,4,54,114,Corrective,11,1200,No
L50338,4,52,112,Corrective,11,900,No
H32573,4,51,111,Corrective,11,1600,No
M18020,5,49,109,Corrective,11,1350,No
L50341,5,47,107,Corrective,12,1050,No
L50342,5,46,106,Corrective,12,1050,No
L50343,5,45,105,Corrective,12,1050,No
L50344,5,44,104,Corrective,12,1050,No
L50345,5,43,103,Corrective,12,1050,No
M18026,5,42,102,Corrective,13,1350,No
L50347,5,41,101,Corrective,13,1050,No
M18028,5,40,100,Corrective,13,1350,No
M18029,5,38,98,Corrective,13,1350,No
M18030,5,37,97,Corrective,13,1350,No
L50351,5,35,95,Corrective,14,1050,No
M18032,5,34,94,Corrective,14,1350,No
L50353,6,33,93,Corrective,14,1200,No
L50354,6,32,92,Corrective,14,1200,No
L50355,6,31,91,Corrective,14,1200,No
L50356,6,30,90,Corrective,15,1200,No
M18037,6,29,89,Corrective,15,1500,No
M18038,6,27,87,Corrective,15,1500,No
L50359,6,26,86,Corrective,15,1200,No
M18040,6,25,85,Corrective,15,1500,No
L50361,6,23,83,Corrective,16,1200,No
M18042,6,22,82,Corrective,16,1500,No
L50363,6,21,81,Corrective,16,1200,No
L50364,6,20,80,Corrective,16,1200,No
L50365,6,19,79,Corrective,16,1200,No
M18046,6,18,78,Corrective,17,1500,No
M18047,6,16,76,Corrective,17,1500,No
M18048,7,15,75,Corrective,17,1650,No
L50369,7,13,73,Corrective,17,1350,No
L50370,7,12,72,Corrective,18,1350,No
M18051,7,11,71,Corrective,18,1650,No
M18052,7,10,70,Corrective,18,1650,No
L50373,1,120,180,Preventive,0,450,No
L50374,1,119,179,Preventive,0,450,No
M18055,1,118,178,Preventive,0,750,No
L50376,1,117,177,Preventive,0,450,No
L50377,1,116,176,Preventive,0,450,No
M18058,1,115,175,Preventive,0,750,No
H32613,1,113,173,Preventive,1,1150,No
M18060,1,111,171,Preventive,1,750,No
L50381,1,109,169,Preventive,1,450,No
L50382,1,108,168,Preventive,2,450,No
M18063,1,107,167,Preventive,2,750,No
L50384,1,106,166,Preventive,2,450,No
M18065,1,105,165,Preventive,2,750,No
M18066,1,103,163,Preventive,2,750,No
M18067,2,102,162,Preventive,3,900,No
M18068,2,100,160,Preventive,3,900,No
L50389,2,99,159,Preventive,3,600,No
M18070,2,98,158,Preventive,3,900,No
L50391,2,96,156,Preventive,4,600,No
L50392,2,95,155,Preventive,4,600,No
L50393,2,94,154,Preventive,4,600,No
H32628,2,93,153,Preventive,4,1300,No
M18075,2,91,151,Preventive,4,900,No
L50396,2,89,149,Preventive,5,600,No
L50397,2,88,148,Preventive,5,600,No
L50398,2,87,147,Preventive,5,600,No
M18079,2,86,146,Preventive,5,900,No
M18080,3,85,145,Preventive,5,1050,No
L50401,3,83,143,Preventive,6,750,No
M18082,3,82,142,Preventive,6,1050,No
H32637,3,81,141,Preventive,6,1450,No
M18084,3,78,138,Preventive,7,1050,No
L50405,3,77,137,Preventive,7,750,No
L50406,3,76,136,Preventive,7,750,No
M18087,3,75,135,Preventive,7,1050,No
L50408,3,73,133,Preventive,7,750,No
L50409,3,72,132,Preventive,8,750,No
L50410,3,71,131,Preventive,8,750,No
L50411,3,70,130,Preventive,8,750,No
L50412,3,69,129,Preventive,8,750,No
H32647,3,68,128,Preventive,8,1450,No
L50414,4,66,126,Preventive,9,900,No
L50415,4,65,125,Preventive,9,900,No
M18096,6,64,124,Emergency,33,1500,Yes
M18097,4,62,122,Preventive,9,1200,No
M18098,4,61,121,Preventive,9,1200,No
L50419,4,59,119,Corrective,10,900,No
L50420,4,58,118,Corrective,10,900,No
H32655,4,57,117,Corrective,10,1600,No
L50422,4,55,115,Corrective,10,900,No
L50423,4,54,114,Corrective,11,900,No
M18104,4,53,113,Corrective,11,1200,No
M18105,4,51,111,Corrective,11,1200,No
L50426,5,50,110,Corrective,11,1050,No
M18107,5,49,109,Corrective,11,1350,No
M18108,5,47,107,Corrective,12,1350,No
L50429,5,46,106,Corrective,12,1050,No
H32664,5,45,105,Corrective,12,1750,No
L50431,5,42,102,Corrective,13,1050,No
L50432,5,41,101,Corrective,13,1050,No
L50433,5,40,100,Corrective,13,1050,No
M18114,5,39,99,Corrective,13,1350,No
L50435,5,38,98,Corrective,13,1050,No
L50436,5,37,97,Corrective,13,1050,No
L50437,5,36,96,Corrective,14,1050,No
L50438,5,35,95,Corrective,14,1050,No
M18119,5,34,94,Corrective,14,1350,No
M18120,6,32,92,Corrective,14,1500,No
H32675,6,31,91,Corrective,14,1900,No
L50442,6,28,88,Corrective,15,1200,No
L50443,6,27,87,Corrective,15,1200,No
H32678,6,26,86,Corrective,15,1900,No
L50445,6,24,84,Corrective,16,1200,No
L50446,8,23,83,Emergency,40,1500,Yes
L50447,6,22,82,Corrective,16,1200,No
M18128,6,21,81,Corrective,16,1500,No
M18129,6,19,79,Corrective,16,1500,No
L50450,6,18,78,Corrective,17,1200,No
M18131,6,17,77,Corrective,17,1500,No
M18132,7,15,75,Corrective,17,1650,No
M18133,7,14,74,Corrective,17,1650,No
L50454,1,120,180,Preventive,0,450,No
H32689,1,119,179,Preventive,0,1150,No
L50456,1,117,177,Preventive,0,450,No
L50457,1,116,176,Preventive,0,450,No
L50458,1,115,175,Preventive,0,450,No
L50459,1,114,174,Preventive,1,450,No
M18140,1,113,173,Preventive,1,750,No
M18141,1,111,171,Preventive,1,750,No
L50462,1,110,170,Preventive,1,450,No
L50463,1,109,169,Preventive,1,450,No
H32698,1,108,168,Preventive,2,1150,No
L50465,1,105,165,Preventive,2,450,No
L50466,1,104,164,Preventive,2,450,No
M18147,1,103,163,Preventive,2,750,No
L50468,2,102,162,Preventive,3,600,No
M18149,2,101,161,Preventive,3,900,No
L50470,2,99,159,Preventive,3,600,No
M18151,2,98,158,Preventive,3,900,No
L50472,2,97,157,Preventive,3,600,No
M18153,2,96,156,Preventive,4,900,No
L50474,2,94,154,Preventive,4,600,No
L50475,2,93,153,Preventive,4,600,No
M18156,2,92,152,Preventive,4,900,No
L50477,2,91,151,Preventive,4,600,No
L50478,2,90,150,Preventive,5,600,No
L50479,2,89,149,Preventive,5,600,No
H32714,2,88,148,Preventive,5,1300,No
L50481,3,85,145,Preventive,5,750,No
L50482,3,84,144,Preventive,6,750,No
L50483,3,83,143,Preventive,6,750,No
L50484,3,82,142,Preventive,6,750,No
M18165,3,81,141,Preventive,6,1050,No
L50486,3,80,140,Preventive,6,750,No
M18167,3,79,139,Preventive,6,1050,No
L50488,3,77,137,Preventive,7,750,No
L50489,3,76,136,Preventive,7,750,No
L50490,3,75,135,Preventive,7,750,No
L50491,3,74,134,Preventive,7,750,No
L50492,3,73,133,Preventive,7,750,No
